Keyword,Product Name,Price (per Kg),Product URL,Company,Company URL,City,Address,Rating,Phone
CNC machine parts,Shusa Non Ferrous Metals CNC Turned Parts,98,https://www.indiamart.com/proddetail/non-ferrous-metals-cnc-turned-parts-12525439573.html?pos=1&kwd=cnc machine parts&tags=A|PL|||8228.275|Price|product|||LSlc|rsf:pl-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4|r=4,Shusa Mechatronics,https://www.shusacnc.in/?pos=1&kwd=cnc machine parts&tags=A|PL|||8228.275|Price|product|||LSlc|rsf:pl-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Ahmedabad,"35, Ashwamegh Ind Estate, Changodar, Sanand, Ahmedabad - 382213, Dist.Ahmedabad, Gujarat",4.3,8048602045
CNC machine parts,"Stainless Steel Cnc Precision Parts, Packaging Type: Box",350,https://www.indiamart.com/proddetail/cnc-precision-parts-2854855744655.html?pos=2&kwd=cnc machine parts&tags=A|PL|||8556.61|Price|product|||SSlc|rsf:pl-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4|r=3,Fluidyne Engineers India Private Limited,https://www.indiamart.com/fluidyne-engineers-india/?pos=2&kwd=cnc machine parts&tags=A|PL|||8556.61|Price|product|||SSlc|rsf:pl-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Mysore,"Ind. Shed No. 20/A1 Behind Kodagahalli Service Station, KRS Road Metagahalli, Mysore - 570016, Dist.Mysuru, Karnataka",3.7,8045734861
CNC machine parts,Custom Cnc Machining Part Manufacturing,400,https://www.indiamart.com/proddetail/custom-cnc-machining-part-manufacturing-2854847732230.html?pos=3&kwd=cnc machine parts&tags=A||||8230.883|Price|product|||MDC|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4|r=4,RMV International,https://www.indiamart.com/rmv-international/?pos=3&kwd=cnc machine parts&tags=A||||8230.883|Price|product|||MDC|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Surat,"Second Floor, Shop No.214, Yogi Arcade, Opp. Pramukhchhaya Society, Yogi Chowk, Surat - 395010, Dist.Surat, Gujarat",4,7949337021
CNC machine parts,"45 mm CNC Sliding Head Machine Job Works, Maximum Turning Length: 200 mm",500,https://www.indiamart.com/proddetail/cnc-sliding-head-machine-job-works-2851252857555.html?pos=6&kwd=cnc machine parts&tags=A||||8228.275|Price|product|||SSnp|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4|r=4,Metloy Blast Tech,https://www.indiamart.com/metloy-blast-techahmedabad/?pos=6&kwd=cnc machine parts&tags=A||||8228.275|Price|product|||SSnp|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Ahmedabad,"Kathwada, GIDC, Road No. 8, Plot No. 370, Ahmedabad - 382430, Dist.Ahmedabad, Gujarat",4.6,8048957256
CNC machine parts,"Stainless Steel Cnc Machined Precision Parts, Packaging Type: Box",235,https://www.indiamart.com/proddetail/cnc-machined-precision-parts-24995682930.html?pos=7&kwd=cnc machine parts&tags=BB||||8211.142|Price|product|||SSlc|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4|r=4,Precision Metal Works,https://www.precimetal.co.in/?pos=7&kwd=cnc machine parts&tags=BB||||8211.142|Price|product|||SSlc|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Mumbai,"G-7, Darshan Udyog Bhavan, Kurla-Andheri Road Safed Pool, Sakinaka, Mumbai - 400072, Dist.Mumbai, Maharashtra",4.2,8046042496
CNC machine parts,Stainless Steel CNC Lathe Machine Turning Part,225,https://www.indiamart.com/proddetail/cnc-lathe-machine-turning-part-25828808397.html?pos=8&kwd=cnc machine parts&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,SURELIA ENGINEERING,https://www.sureliaengineering.com/?pos=8&kwd=cnc machine parts&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Rajkot,"2/8, Mavdi Plot, Nr. Dili Industrial Cor, Mavdi Main Road, Rajkot - 360004, Dist.Rajkot, Gujarat",No Rating,7942958076
CNC machine parts,"Cnc MachineParts, For Industrial",60,https://www.indiamart.com/proddetail/cnc-machine-parts-11684790097.html?pos=9&kwd=cnc machine parts&tags=BA||||8228.275|Price|product|||TS|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4|r=4,Pitru Krupa Engineering,https://www.cncmachiningcomponent.com/?pos=9&kwd=cnc machine parts&tags=BA||||8228.275|Price|product|||TS|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Ahmedabad,"7, Siddheshwari Estate, Opp Sadvichar Eye Hospital, Gidc Naroda, Ahmedabad - 382330, Dist.Ahmedabad, Gujarat",4,8046044479
CNC machine parts,"Stainless SteelCnc MachineParts, Packaging Type: Box",800,https://www.indiamart.com/proddetail/cnc-machine-parts-2852620742833.html?pos=10&kwd=cnc machine parts&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Sujal Auto Industries,https://www.sujalautoind.com/?pos=10&kwd=cnc machine parts&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC5|ktp:N0|stype:attr=1|mtp:G|prpfl:1|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:3877|cat:587|qry_typ:P|lang:en|flavl:8|cs:9379|v=4,Rajkot,"Shed No.2, Pl.No.65, Classic Industrial Park, Gondal Road, Patel Estate, NR. Maldhari Fatak, Rajkot - 360002, Dist.Rajkot, Gujarat",No Rating,8047631143
Rubber molding,RubberMoulding,350,https://www.indiamart.com/proddetail/rubber-moulding-12819683988.html?pos=6&kwd=rubber molding&tags=BA||||8954.051|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2318|cat:453|qry_typ:P|lang:en|flavl:0|cs:8707|v=4|r=5,Jordan Rubber & Engineering,https://www.jordanengineering.in/?pos=6&kwd=rubber molding&tags=BA||||8954.051|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2318|cat:453|qry_typ:P|lang:en|flavl:0|cs:8707|v=4,Chennai,"78, Kalyani Industrial Estate Vanagaram Road Athipet, Ambattur Chennai, Chennai - 600058, Dist.Chennai, Tamil Nadu",5,8048954333
Zinc molding,Zincdie casting molding,300,https://www.indiamart.com/proddetail/zinc-die-casting-molding-2855859218533.html?pos=3&kwd=zinc molding&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4|r=4,Jay Khodal Metal,https://www.jaykhodalmetal.com/?pos=3&kwd=zinc molding&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4,Rajkot,"Plot No 7, Ghanshyam Industrial Area, Street No 8, Dhebar Road, Rajkot - 360002, Dist.Rajkot, Gujarat",4,8047690232
Zinc molding,"Mazak 3 Or 5 NaturalZincDie Casting, Packaging Type: As Require",320,https://www.indiamart.com/proddetail/zinc-die-casting-23561308530.html?pos=5&kwd=zinc molding&tags=A||||8230.883|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4|r=3,Maruti Dyna Cast,https://www.indiamart.com/maruti-dyna-cast/?pos=5&kwd=zinc molding&tags=A||||8230.883|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4,Surat,"Plot No. H/3/10, Hojiwala Industrial Estate, Surat - 394230, Dist.Surat, Gujarat",3.9,8047639217
Zinc molding,SilverZincDie Casting,180,https://www.indiamart.com/proddetail/zinc-die-casting-19238486255.html?pos=7&kwd=zinc molding&tags=A||||8228.275|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4|r=4,Aarenza Die Cast Private Limited,https://www.aarenza.com/?pos=7&kwd=zinc molding&tags=A||||8228.275|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4,Ahmedabad,"1397/2, Shakti Farm, Bhavda Gam Road, Bhavda, Daskroi, Ahmedabad - 382433, Dist.Ahmedabad, Gujarat",4,8046072571
Zinc molding,AluminumZincPressure Die Casting Components manufacturers Exporter in Czech republic from INDIA,410,https://www.indiamart.com/proddetail/aluminum-zinc-pressure-die-casting-components-manufacturers-exporter-in-czech-republic-from-india-2854320564488.html?pos=9&kwd=zinc molding&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4|r=4,MNC International,https://www.mncexport.com/?pos=9&kwd=zinc molding&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4,Rajkot,"E 101, First Floor, Serenity Garden, Kalavad Marg, Rajkot - 360005, Dist.Rajkot, Gujarat",4.8,8047653986
Zinc molding,"ZincSquare Permanent Mould Die Casting, For Automotive Industry",320,https://www.indiamart.com/proddetail/permanent-mould-die-casting-4023128555.html?pos=10&kwd=zinc molding&tags=BA||||8302.941|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4|r=4,Ravindra Metal Industries,https://www.rmicastings.com/?pos=10&kwd=zinc molding&tags=BA||||8302.941|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:2789|cat:133|qry_typ:P|lang:en|flavl:0|cs:8713|v=4,Pimpri Chinchwad,"Abasahib Chinchwade Industrial Estate Opp To Fitness Empire, Walhekar Wadi Road, Near Hotel Garva, Pimpri Chinchwad - 411033, Dist.Pune, Maharashtra",4.3,8047631570
Aluminum extrusion,Square LM 30x30 Aluminium ProfileExtrusion,360,https://www.indiamart.com/proddetail/lm-30x30-aluminium-profile-extrusion-13299269291.html?pos=1&kwd=aluminum extrusion&tags=A|PL|||8663.873|Price|product|||LSlc|rsf:pl-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,Light Metals,https://www.indiamart.com/light-metals/?pos=1&kwd=aluminum extrusion&tags=A|PL|||8663.873|Price|product|||LSlc|rsf:pl-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,Bengaluru,"No. 7/B, Ground Floor, 11th C Cross, West Of Chord Road, Mahalakshmipuram, 2nd Stage, Bengaluru - 560086, Dist.Bengaluru, Karnataka",4.4,8048610778
Aluminum extrusion,"Square 4040 AluminiumExtrusionHEAVY DUTY, For Industrial",650,https://www.indiamart.com/proddetail/4040-aluminium-extrusion-heavy-duty-2855202687148.html?pos=2&kwd=aluminum extrusion&tags=A|PL|||8307.81|Price|product|||LSlc|rsf:pl-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,Creative Engineers,https://www.creativeengineers.org/?pos=2&kwd=aluminum extrusion&tags=A|PL|||8307.81|Price|product|||LSlc|rsf:pl-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,Pune,"Sr. No. 703/2/1, 2/2, Gat No. 2, Shanti Nagar, Pune - 411026, Dist.Pune, Maharashtra",4.8,8048614559
Aluminum extrusion,"2040 V Slot AluminiumExtrusionProfile, For Industrial",540,https://www.indiamart.com/proddetail/2040-v-slot-aluminium-extrusion-profile-2849621923355.html?pos=4&kwd=aluminum extrusion&tags=A||||8741.812|Price|product|||LSlc|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,Simplex Profilo Systems,https://www.simplexprofilo.com/?pos=4&kwd=aluminum extrusion&tags=A||||8741.812|Price|product|||LSlc|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,Gurgaon,"Plot No. 21, Lane No. 1, Gali No. 8, Kadipur Industrial Area, Gurgaon - 122001, Dist.Gurugram, Haryana",4.6,8046047967
Aluminum extrusion,"Square AluminiumAluminumExtrusions T Slot Profile, Size: 60x60 mm",500,https://www.indiamart.com/proddetail/aluminum-extrusions-t-slot-profile-19027837633.html?pos=5&kwd=aluminum extrusion&tags=A||||8307.81|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=3,Srushti Technologies,https://www.indiamart.com/srushtitechnologiesmaharashtra/?pos=5&kwd=aluminum extrusion&tags=A||||8307.81|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,Pune,"Sect-7, Pl No 163, Auto Spark, Bhosari Road, Bhosari, Pimpri Chinchwad, Pune - 411026, Dist.Pune, Maharashtra",3,8048619788
Aluminum extrusion,"12 Feet GermanyAluminumExtrusionProfile, For Industrial",215,https://www.indiamart.com/proddetail/aluminum-extrusion-profile-2853921176862.html?pos=6&kwd=aluminum extrusion&tags=A||||8752.144|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,G. D. Traders,https://www.gdtraders.co.in/?pos=6&kwd=aluminum extrusion&tags=A||||8752.144|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,New Delhi,"B- 118, Phase-1, Mayapuri Industrial Area, New Delhi - 110064, Dist.New Delhi, Delhi",4.5,8047644477
Aluminum extrusion,"T Slot AluminiumExtrusionProfile, For Industrial",210,https://www.indiamart.com/proddetail/t-slot-aluminium-extrusion-profile-2853703162973.html?pos=8&kwd=aluminum extrusion&tags=A||||8307.81|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,Global Automate Solutions,https://www.indiamart.com/globalautomate-solutions/?pos=8&kwd=aluminum extrusion&tags=A||||8307.81|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,Pune,"B Wing Flat No 303, Sector No 1 Plot No SDC 6, Shubh Complex, Indrayani Nagar, Bhosari, Pune - 411026, Dist.Pune, Maharashtra",4.5,8048616130
Aluminum extrusion,"Aluminium WindowExtrusion, For Construction",280,https://www.indiamart.com/proddetail/aluminium-window-extrusion-22631689388.html?pos=9&kwd=aluminum extrusion&tags=A||||8752.144|Price|product|||LSnp|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,Padmawati Extrusion Private Limited,https://www.padmawatiextrusion.in/?pos=9&kwd=aluminum extrusion&tags=A||||8752.144|Price|product|||LSnp|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,New Delhi,"Bharat Ashish Building, Shop No.- G-2, Plot No.- 5, Ground Floor, Paharganj, D B Gupta Road, New Delhi - 110055, Dist.New Delhi, Delhi",4.1,8046063087
Aluminum extrusion,"Rose Gold AluminiumExtrusionProfile, For Industrial",400,https://www.indiamart.com/proddetail/aluminium-extrusion-profile-2851298806288.html?pos=10&kwd=aluminum extrusion&tags=A||||8663.873|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4|r=4,SMT Conveyors And Automations,https://www.smtconveyors.com/?pos=10&kwd=aluminum extrusion&tags=A||||8663.873|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:678|cat:49|qry_typ:P|lang:en|flavl:0-3|cs:8715|v=4,Bengaluru,"Ground Floor, 1305/1300 A, Sunkadakatte, Bengaluru - 560091, Dist.Bengaluru, Karnataka",4.6,7942836598
